date,away_team,home_team,p_home_win,p_away_win,is_fallback
2025-01-06,MIA,SAC,0.597,0.403,False
2025-01-06,SAS,CHI,0.4444,0.5556,False
2025-01-06,LAC,MIN,0.6723,0.3277,False
2025-01-06,ORL,NYK,0.5872,0.4128,False
2025-01-06,PHX,PHI,0.4916,0.5084,False
2025-01-06,DAL,MEM,0.6176,0.3824,False
2025-01-06,MIL,TOR,0.4527,0.5473,False
2025-01-07,PHX,CHA,0.603,0.397,False
2025-01-07,HOU,WAS,0.6111,0.3889,False
2025-01-07,LAL,DAL,0.4429,0.5571,False
2025-01-07,BOS,DEN,0.5471,0.4529,False
2025-01-07,MIA,GSW,0.7704,0.2296,False
2025-01-07,ATL,UTA,0.693,0.307,False
2025-01-07,MIN,NOP,0.609,0.391,False
2025-01-08,SAS,MIL,0.5776,0.4224,False
2025-01-08,TOR,NYK,0.4803,0.5197,False
2025-01-08,CHI,IND,0.6624,0.3376,False
2025-01-08,OKC,CLE,0.5588,0.4412,False
2025-01-08,LAC,DEN,0.5728,0.4272,False
2025-01-08,DET,BKN,0.4657,0.5343,False
2025-01-08,WAS,PHI,0.6124,0.3876,False
2025-01-08,POR,NOP,0.6454,0.3546,False
2025-01-09,GSW,DET,0.6607,0.3393,False
2025-01-09,MIN,ORL,0.5898,0.4102,False
2025-01-09,TOR,CLE,0.7068,0.2932,False
2025-01-09,HOU,MEM,0.5977,0.4023,False
2025-01-09,POR,DAL,0.5107,0.4893,False
2025-01-09,MIA,UTA,0.7733,0.2267,False
2025-01-09,ATL,PHX,0.6581,0.3419,False
2025-01-10,GSW,IND,0.747,0.253,False
2025-01-10,NOP,PHI,0.6058,0.3942,False
2025-01-10,WAS,CHI,0.7024,0.2976,False
2025-01-10,BKN,DEN,0.6724,0.3276,False
2025-01-10,OKC,NYK,0.4625,0.5375,False
2025-01-10,MIL,ORL,0.5096,0.4904,False
2025-01-10,SAC,BOS,0.5005,0.4995,False
2025-01-11,MEM,MIN,0.575,0.425,False
2025-01-11,TOR,DET,0.701,0.299,False
2025-01-11,UTA,PHX,0.5474,0.4526,False
2025-01-11,MIA,POR,0.5803,0.4197,False
2025-01-12,OKC,WAS,0.4928,0.5072,False
2025-01-12,BKN,UTA,0.6289,0.3711,False
2025-01-12,NOP,BOS,0.6286,0.3714,False
2025-01-12,PHI,ORL,0.5669,0.4331,False
2025-01-12,CHA,PHX,0.5985,0.4015,False
2025-01-12,MIL,NYK,0.4766,0.5234,False
2025-01-12,SAC,CHI,0.45,0.55,False
2025-01-12,IND,CLE,0.5377,0.4623,False
2025-01-12,DEN,DAL,0.5589,0.4411,False
2025-01-13,MEM,HOU,0.6083,0.3917,False
2025-01-13,SAS,LAL,0.6361,0.3639,False
2025-01-13,DET,NYK,0.5105,0.4895,False
2025-01-13,GSW,TOR,0.5469,0.4531,False
2025-01-13,MIN,WAS,0.413,0.587,False
2025-01-13,MIA,LAC,0.5789,0.4211,False
2025-01-14,PHX,ATL,0.4669,0.5331,False
2025-01-14,BKN,POR,0.6833,0.3167,False
2025-01-14,CLE,IND,0.6119,0.3881,False
2025-01-14,OKC,PHI,0.5136,0.4864,False
2025-01-14,DEN,DAL,0.5305,0.4695,False
2025-01-14,NOP,CHI,0.6402,0.3598,False
2025-01-14,SAC,MIL,0.5605,0.4395,False
2025-01-15,NYK,PHI,0.5233,0.4767,False
2025-01-15,CHA,UTA,0.5305,0.4695,False
2025-01-15,GSW,MIN,0.6158,0.3842,False
2025-01-15,ORL,MIL,0.5388,0.4612,False
2025-01-15,BKN,LAC,0.5557,0.4443,False
2025-01-15,BOS,TOR,0.5463,0.4537,False
2025-01-15,HOU,DEN,0.5767,0.4233,False
2025-01-15,ATL,CHI,0.6498,0.3502,False
2025-01-15,DAL,NOP,0.5979,0.4021,False
2025-01-15,MIA,LAL,0.4494,0.5506,False
2025-01-15,MEM,SAS,0.5267,0.4733,False
2025-01-16,IND,DET,0.5135,0.4865,False
2025-01-16,HOU,SAC,0.6056,0.3944,False
2025-01-16,CLE,OKC,0.7323,0.2677,False
2025-01-16,LAC,POR,0.5326,0.4674,False
2025-01-16,PHX,WAS,0.3525,0.6475,False
2025-01-17,UTA,NOP,0.6016,0.3984,False
2025-01-17,ORL,BOS,0.5193,0.4807,False
2025-01-17,MIN,NYK,0.6108,0.3892,False
2025-01-17,MEM,SAS,0.5855,0.4145,False
2025-01-17,DEN,MIA,0.5227,0.4773,False
2025-01-17,CHA,CHI,0.5356,0.4644,False
2025-01-17,OKC,DAL,0.3506,0.6494,False
2025-01-17,TOR,MIL,0.5327,0.4673,False
2025-01-17,BKN,LAL,0.4151,0.5849,False
2025-01-18,HOU,POR,0.412,0.588,False
2025-01-18,CLE,MIN,0.6208,0.3792,False
2025-01-18,PHX,DET,0.5995,0.4005,False
2025-01-18,PHI,IND,0.6308,0.3692,False
2025-01-18,WAS,GSW,0.6647,0.3353,False
2025-01-18,ATL,BOS,0.5523,0.4477,False
2025-01-19,LAL,LAC,0.759,0.241,False
2025-01-19,PHI,MIL,0.7278,0.2722,False
2025-01-19,DEN,ORL,0.512,0.488,False
2025-01-19,WAS,SAC,0.6016,0.3984,False
2025-01-19,CHI,POR,0.5087,0.4913,False
2025-01-19,BKN,OKC,0.7334,0.2666,False
2025-01-19,SAS,MIA,0.4916,0.5084,False
2025-01-20,PHX,CLE,0.5427,0.4573,False
2025-01-20,MIN,MEM,0.5577,0.4423,False
2025-01-20,BOS,GSW,0.5287,0.4713,False
2025-01-20,DET,HOU,0.6152,0.3848,False
2025-01-20,UTA,NOP,0.6027,0.3973,False
2025-01-20,ATL,NYK,0.5154,0.4846,False
2025-01-20,DAL,CHA,0.6223,0.3777,False
2025-01-20,CHI,LAC,0.799,0.201,False
2025-01-21,NYK,BKN,0.4365,0.5635,False
2025-01-21,WAS,LAL,0.6307,0.3693,False
2025-01-21,PHI,DEN,0.6106,0.3894,False
2025-01-21,POR,MIA,0.6251,0.3749,False
2025-01-21,ORL,TOR,0.7333,0.2667,False
2025-01-22,CLE,HOU,0.6458,0.3542,False
2025-01-22,PHX,BKN,0.4687,0.5313,False
2025-01-22,MIN,DAL,0.5638,0.4362,False
2025-01-22,DET,ATL,0.6552,0.3448,False
2025-01-22,BOS,LAC,0.6191,0.3809,False
2025-01-22,GSW,SAC,0.5211,0.4789,False
2025-01-22,UTA,OKC,0.6522,0.3478,False
2025-01-22,CHA,MEM,0.6556,0.3444,False
2025-01-23,CHI,GSW,0.5221,0.4779,False
2025-01-23,DAL,OKC,0.6039,0.3961,False
2025-01-23,POR,ORL,0.4954,0.5046,False
2025-01-23,BOS,LAL,0.4421,0.5579,False
2025-01-23,WAS,LAC,0.6465,0.3535,False
2025-01-23,SAC,DEN,0.5824,0.4176,False
2025-01-23,TOR,ATL,0.5751,0.4249,False
2025-01-23,MIA,MIL,0.6757,0.3243,False
2025-01-24,POR,CHA,0.5433,0.4567,False
2025-01-24,CLE,PHI,0.4128,0.5872,False
2025-01-24,NOP,MEM,0.6135,0.3865,False
2025-01-25,TOR,ATL,0.5244,0.4756,False
2025-01-25,PHI,CHI,0.6909,0.3091,False
2025-01-25,BOS,DAL,0.443,0.557,False
2025-01-25,HOU,CLE,0.6,0.4,False
2025-01-25,LAL,GSW,0.4249,0.5751,False
2025-01-25,DEN,MIN,0.4355,0.5645,False
2025-01-25,MIA,BKN,0.4642,0.5358,False
2025-01-25,DET,ORL,0.4743,0.5257,False
2025-01-25,WAS,PHX,0.6318,0.3682,False
2025-01-25,UTA,MEM,0.6373,0.3627,False
2025-01-25,SAC,NYK,0.4748,0.5252,False
2025-01-25,NOP,CHA,0.5014,0.4986,False
2025-01-25,MIL,LAC,0.4408,0.5592,False
2025-01-26,OKC,POR,0.5649,0.4351,False
2025-01-27,DET,CLE,0.5039,0.4961,False
2025-01-27,NOP,TOR,0.6347,0.3653,False
2025-01-27,HOU,BOS,0.5584,0.4416,False
2025-01-27,SAC,BKN,0.5072,0.4928,False
2025-01-27,WAS,DAL,0.6777,0.3223,False
2025-01-27,MIL,UTA,0.4287,0.5713,False
2025-01-27,ATL,MIN,0.6006,0.3994,False
2025-01-27,LAC,PHX,0.5294,0.4706,False
2025-01-27,DEN,CHI,0.4243,0.5757,False
2025-01-27,MEM,NYK,0.5448,0.4552,False
2025-01-27,LAL,CHA,0.4256,0.5744,False
2025-01-27,ORL,MIA,0.5689,0.4311,False
2025-01-28,HOU,ATL,0.5028,0.4972,False
2025-01-28,UTA,GSW,0.6862,0.3138,False
2025-01-28,LAL,PHI,0.4115,0.5885,False
2025-01-28,MIL,POR,0.588,0.412,False
2025-01-29,DEN,NYK,0.6684,0.3316,False
2025-01-29,BKN,CHA,0.7065,0.2935,False
2025-01-29,OKC,GSW,0.6015,0.3985,False
2025-01-29,DET,IND,0.573,0.427,False
2025-01-29,LAC,SAS,0.4019,0.5981,False
2025-01-29,TOR,WAS,0.4284,0.5716,False
2025-01-29,CHI,BOS,0.6383,0.3617,False
2025-01-29,DAL,NOP,0.4876,0.5124,False
2025-01-29,MIN,PHX,0.5766,0.4234,False
2025-01-29,SAC,PHI,0.6875,0.3125,False
2025-01-29,CLE,MIA,0.5371,0.4629,False
2025-01-30,HOU,MEM,0.6397,0.3603,False
2025-01-30,ATL,CLE,0.6857,0.3143,False
2025-01-30,ORL,POR,0.5977,0.4023,False
2025-01-30,MIN,UTA,0.3771,0.6229,False
2025-01-30,LAL,WAS,0.4493,0.5507,False
2025-01-31,MIL,SAS,0.4352,0.5648,False
2025-01-31,PHX,GSW,0.5414,0.4586,False
2025-01-31,LAC,CHA,0.6107,0.3893,False
2025-01-31,DEN,PHI,0.715,0.285,False
2025-01-31,CHI,TOR,0.662,0.338,False
2025-01-31,DAL,DET,0.4908,0.5092,False
2025-01-31,BOS,NOP,0.4334,0.5666,False
2025-02-01,BKN,HOU,0.6447,0.3553,False
2025-02-01,ORL,UTA,0.502,0.498,False
2025-02-01,SAC,OKC,0.5963,0.4037,False
2025-02-01,PHX,POR,0.5918,0.4082,False
2025-02-01,ATL,IND,0.6572,0.3428,False
2025-02-01,DEN,CHA,0.5511,0.4489,False
2025-02-01,WAS,MIN,0.703,0.297,False
2025-02-01,MIA,SAS,0.4531,0.5469,False
2025-02-01,LAL,NYK,0.7301,0.2699,False
2025-02-02,MEM,MIL,0.6132,0.3868,False
2025-02-02,BOS,PHI,0.5877,0.4123,False
2025-02-02,LAC,TOR,0.632,0.368,False
2025-02-02,CHI,DET,0.5094,0.4906,False
2025-02-02,DAL,CLE,0.6077,0.3923,False
2025-02-03,IND,UTA,0.4116,0.5884,False
2025-02-03,ATL,DET,0.6461,0.3539,False
2025-02-03,SAS,MEM,0.4469,0.5531,False
2025-02-03,MIL,OKC,0.6728,0.3272,False
2025-02-03,HOU,NYK,0.6834,0.3166,False
2025-02-03,SAC,MIN,0.6468,0.3532,False
2025-02-03,WAS,CHA,0.6503,0.3497,False
2025-02-03,NOP,DEN,0.5802,0.4198,False
2025-02-03,PHX,POR,0.6349,0.3651,False
2025-02-03,ORL,GSW,0.6887,0.3113,False
2025-02-04,LAL,LAC,0.567,0.433,False
2025-02-04,NYK,TOR,0.5993,0.4007,False
2025-02-04,IND,POR,0.6368,0.3632,False
2025-02-04,DAL,PHI,0.6149,0.3851,False
2025-02-04,HOU,BKN,0.6149,0.3851,False
2025-02-04,MIA,CHI,0.5848,0.4152,False
2025-02-04,BOS,CLE,0.613,0.387,False
2025-02-05,ORL,SAC,0.5581,0.4419,False
2025-02-05,MEM,TOR,0.5131,0.4869,False
2025-02-05,SAS,ATL,0.4318,0.5682,False
2025-02-05,MIL,CHA,0.636,0.364,False
2025-02-05,CLE,DET,0.4592,0.5408,False
2025-02-05,MIA,PHI,0.592,0.408,False
2025-02-05,PHX,OKC,0.615,0.385,False
2025-02-05,WAS,BKN,0.7239,0.2761,False
2025-02-05,NOP,DEN,0.5946,0.4054,False
2025-02-05,GSW,UTA,0.5917,0.4083,False
2025-02-05,CHI,MIN,0.6149,0.3851,False
2025-02-06,IND,LAC,0.5511,0.4489,False
2025-02-06,HOU,MIN,0.6061,0.3939,False
2025-02-06,DAL,BOS,0.7286,0.2714,False
2025-02-06,ORL,DEN,0.6481,0.3519,False
2025-02-06,GSW,LAL,0.7353,0.2647,False
2025-02-06,SAC,POR,0.6925,0.3075,False
2025-02-07,PHI,DET,0.5999,0.4001,False
2025-02-07,TOR,OKC,0.7189,0.2811,False
2025-02-07,MIA,BKN,0.6283,0.3717,False
2025-02-07,UTA,PHX,0.4844,0.5156,False
2025-02-07,CLE,WAS,0.4989,0.5011,False
2025-02-07,MIL,ATL,0.6595,0.3405,False
2025-02-07,SAS,CHA,0.5899,0.4101,False
2025-02-08,OKC,MEM,0.5053,0.4947,False
2025-02-08,DEN,PHX,0.3972,0.6028,False
2025-02-08,NOP,SAC,0.5619,0.4381,False
2025-02-08,BOS,NYK,0.5049,0.4951,False
2025-02-08,SAS,ORL,0.6434,0.3566,False
2025-02-08,IND,LAL,0.7153,0.2847,False
2025-02-08,ATL,WAS,0.6328,0.3672,False
2025-02-08,POR,MIN,0.5443,0.4557,False
2025-02-08,GSW,CHI,0.5736,0.4264,False
2025-02-08,UTA,LAC,0.4895,0.5105,False
2025-02-08,HOU,DAL,0.4709,0.5291,False
2025-02-09,PHI,MIL,0.5304,0.4696,False
2025-02-09,CHA,DET,0.6085,0.3915,False
2025-02-09,TOR,HOU,0.6178,0.3822,False
2025-02-10,BOS,MIA,0.5747,0.4253,False
2025-02-10,CHA,BKN,0.5546,0.4454,False
2025-02-10,SAS,WAS,0.5806,0.4194,False
2025-02-10,MIN,CLE,0.4764,0.5236,False
2025-02-10,SAC,DAL,0.6378,0.3622,False
2025-02-10,POR,DEN,0.624,0.376,False
2025-02-10,GSW,MIL,0.6037,0.3963,False
2025-02-10,NOP,OKC,0.754,0.246,False
2025-02-10,UTA,LAL,0.6589,0.3411,False
2025-02-10,ATL,ORL,0.5552,0.4448,False
2025-02-11,DET,CHI,0.5251,0.4749,False
2025-02-11,TOR,PHI,0.6208,0.3792,False
2025-02-11,NYK,IND,0.4922,0.5078,False
2025-02-11,MEM,PHX,0.3856,0.6144,False
2025-02-12,SAC,NOP,0.5048,0.4952,False
2025-02-12,MIA,OKC,0.649,0.351,False
2025-02-12,IND,WAS,0.5139,0.4861,False
2025-02-12,LAL,UTA,0.4663,0.5337,False
2025-02-12,CLE,TOR,0.4978,0.5022,False
2025-02-12,MEM,LAC,0.4379,0.5621,False
2025-02-12,ATL,NYK,0.472,0.528,False
2025-02-12,CHA,ORL,0.5327,0.4673,False
2025-02-12,MIL,MIN,0.6416,0.3584,False
2025-02-12,PHX,HOU,0.5287,0.4713,False
2025-02-12,GSW,DAL,0.5882,0.4118,False
2025-02-12,DET,CHI,0.4073,0.5927,False
2025-02-12,SAS,BOS,0.6235,0.3765,False
2025-02-12,PHI,BKN,0.6241,0.3759,False
2025-02-12,POR,DEN,0.6827,0.3173,False
2025-02-13,OKC,MIN,0.4318,0.5682,False
2025-02-13,MIA,DAL,0.6725,0.3275,False
2025-02-13,GSW,HOU,0.4734,0.5266,False
2025-02-13,SAC,NOP,0.4541,0.5459,False
2025-02-13,LAC,UTA,0.4401,0.5599,False
2025-02-19,CHA,LAL,0.6721,0.3279,False
2025-02-20,ORL,ATL,0.633,0.367,False
2025-02-20,LAC,MIL,0.4734,0.5266,False
2025-02-20,MEM,IND,0.5349,0.4651,False
2025-02-20,BOS,PHI,0.4297,0.5703,False
2025-02-20,LAL,POR,0.4311,0.5689,False
2025-02-20,PHX,SAS,0.6468,0.3532,False
2025-02-20,CHA,DEN,0.7275,0.2725,False
2025-02-20,CLE,BKN,0.5478,0.4522,False
2025-02-20,CHI,NYK,0.6766,0.3234,False
2025-02-21,MIA,TOR,0.6376,0.3624,False
2025-02-21,DET,SAS,0.4443,0.5557,False
2025-02-21,MIL,WAS,0.5345,0.4655,False
2025-02-21,GSW,SAC,0.5685,0.4315,False
2025-02-21,MEM,ORL,0.6146,0.3854,False
2025-02-21,NOP,DAL,0.686,0.314,False
2025-02-21,NYK,CLE,0.6475,0.3525,False
2025-02-21,MIN,HOU,0.6512,0.3488,False
2025-02-21,OKC,UTA,0.4212,0.5788,False
2025-02-22,LAL,DEN,0.6957,0.3043,False
2025-02-22,BKN,PHI,0.5256,0.4744,False
2025-02-22,HOU,UTA,0.5867,0.4133,False
2025-02-22,PHX,CHI,0.4582,0.5418,False
2025-02-22,CHA,POR,0.507,0.493,False
2025-02-23,DET,ATL,0.4275,0.5725,False
2025-02-23,WAS,ORL,0.6525,0.3475,False
2025-02-23,PHX,TOR,0.5638,0.4362,False
2025-02-23,OKC,MIN,0.6012,0.3988,False
2025-02-23,LAC,IND,0.4976,0.5024,False
2025-02-23,DAL,GSW,0.5579,0.4421,False
2025-02-23,MEM,CLE,0.7209,0.2791,False
2025-02-23,MIA,MIL,0.6346,0.3654,False
2025-02-23,SAS,NOP,0.5693,0.4307,False
2025-02-23,NYK,BOS,0.6226,0.3774,False
2025-02-24,BKN,WAS,0.5852,0.4148,False
2025-02-24,MIN,OKC,0.5654,0.4346,False
2025-02-24,DEN,IND,0.5544,0.4456,False
2025-02-24,LAC,DET,0.6535,0.3465,False
2025-02-24,POR,UTA,0.545,0.455,False
2025-02-24,CHI,PHI,0.554,0.446,False
2025-02-24,CHA,SAC,0.6013,0.3987,False
2025-02-24,MIA,ATL,0.5545,0.4455,False
2025-02-25,SAS,NOP,0.5864,0.4136,False
2025-02-25,CHA,GSW,0.7757,0.2243,False
2025-02-25,MIL,HOU,0.537,0.463,False
2025-02-25,PHX,MEM,0.5601,0.4399,False
2025-02-25,DAL,LAL,0.5445,0.4555,False
2025-02-25,CLE,ORL,0.464,0.536,False
2025-02-25,BOS,TOR,0.4086,0.5914,False
2025-02-26,SAC,UTA,0.6048,0.3952,False
2025-02-26,BOS,DET,0.5304,0.4696,False
2025-02-26,TOR,IND,0.6279,0.3721,False
2025-02-26,PHI,NYK,0.534,0.466,False
2025-02-26,ATL,MIA,0.6107,0.3893,False
2025-02-26,SAS,HOU,0.6401,0.3599,False
2025-02-26,LAC,CHI,0.6138,0.3862,False
2025-02-26,POR,WAS,0.4036,0.5964,False
2025-02-26,OKC,BKN,0.4657,0.5343,False
2025-02-27,CHA,DAL,0.7461,0.2539,False
2025-02-27,MIN,LAL,0.6741,0.3259,False
2025-02-27,DEN,MIL,0.6082,0.3918,False
2025-02-27,GSW,ORL,0.4943,0.5057,False
2025-02-27,NOP,PHX,0.5117,0.4883,False
2025-02-28,NOP,PHX,0.4489,0.5511,False
2025-02-28,POR,BKN,0.4137,0.5863,False
2025-02-28,MIN,UTA,0.5996,0.4004,False
2025-02-28,LAC,LAL,0.7034,0.2966,False
2025-02-28,DEN,DET,0.6531,0.3469,False
2025-02-28,NYK,MEM,0.6695,0.3305,False
2025-02-28,CLE,BOS,0.5195,0.4805,False
2025-02-28,OKC,ATL,0.5912,0.4088,False
2025-02-28,IND,MIA,0.5041,0.4959,False
2025-02-28,TOR,CHI,0.6127,0.3873,False
2025-03-01,GSW,PHI,0.3323,0.6677,False
2025-03-01,SAS,MEM,0.618,0.382,False
2025-03-01,BKN,DET,0.68,0.32,False
2025-03-01,MIL,DAL,0.4761,0.5239,False
2025-03-01,SAC,HOU,0.5136,0.4864,False
2025-03-01,WAS,CHA,0.4055,0.5945,False
2025-03-02,POR,CLE,0.6645,0.3355,False
2025-03-02,NOP,UTA,0.4918,0.5082,False
2025-03-02,OKC,SAS,0.5081,0.4919,False
2025-03-02,TOR,ORL,0.5943,0.4057,False
2025-03-02,MIN,PHX,0.5604,0.4396,False
2025-03-02,NYK,MIA,0.6049,0.3951,False
2025-03-02,LAC,LAL,0.6253,0.3747,False
2025-03-02,DEN,BOS,0.5429,0.4571,False
2025-03-02,CHI,IND,0.5301,0.4699,False
2025-03-03,WAS,MIA,0.6413,0.3587,False
2025-03-03,HOU,OKC,0.597,0.403,False
2025-03-03,DET,UTA,0.5184,0.4816,False
2025-03-03,GSW,CHA,0.3603,0.6397,False
2025-03-03,SAC,DAL,0.4176,0.5824,False
2025-03-03,POR,PHI,0.4093,0.5907,False
2025-03-03,ATL,MEM,0.6177,0.3823,False
2025-03-04,MIL,ATL,0.4631,0.5369,False
2025-03-04,GSW,NYK,0.5859,0.4141,False
2025-03-04,NOP,LAL,0.622,0.378,False
2025-03-04,BKN,SAS,0.603,0.397,False
2025-03-04,LAC,PHX,0.586,0.414,False
2025-03-04,TOR,ORL,0.5297,0.4703,False
2025-03-04,PHI,MIN,0.5411,0.4589,False
2025-03-04,CLE,CHI,0.4674,0.5326,False
2025-03-04,HOU,IND,0.5955,0.4045,False
2025-03-05,OKC,MEM,0.4845,0.5155,False
2025-03-05,POR,BOS,0.4637,0.5363,False
2025-03-05,UTA,WAS,0.603,0.397,False
2025-03-05,SAC,DEN,0.5137,0.4863,False
2025-03-05,MIA,CLE,0.5897,0.4103,False
2025-03-05,DET,LAC,0.5237,0.4763,False
2025-03-05,DAL,MIL,0.6515,0.3485,False
2025-03-05,MIN,CHA,0.4718,0.5282,False
2025-03-06,NYK,LAL,0.5816,0.4184,False
2025-03-06,GSW,BKN,0.4396,0.5604,False
2025-03-06,IND,ATL,0.5081,0.4919,False
2025-03-06,PHI,BOS,0.5935,0.4065,False
2025-03-06,HOU,NOP,0.596,0.404,False
2025-03-06,CHI,ORL,0.5648,0.4352,False
2025-03-07,UTA,TOR,0.6371,0.3629,False
2025-03-07,CLE,CHA,0.4232,0.5768,False
2025-03-07,SAS,SAC,0.6786,0.3214,False
2025-03-07,NYK,LAC,0.5641,0.4359,False
2025-03-07,PHX,DEN,0.5951,0.4049,False
2025-03-07,MEM,DAL,0.4853,0.5147,False
2025-03-07,POR,OKC,0.593,0.407,False
2025-03-07,MIN,MIA,0.526,0.474,False
2025-03-08,DET,GSW,0.5271,0.4729,False
2025-03-08,LAL,BOS,0.5464,0.4536,False
2025-03-08,WAS,TOR,0.5793,0.4207,False
2025-03-08,BKN,CHA,0.5774,0.4226,False
2025-03-08,ORL,MIL,0.633,0.367,False
2025-03-08,NOP,HOU,0.5557,0.4443,False
2025-03-08,IND,ATL,0.4892,0.5108,False
2025-03-08,CHI,MIA,0.682,0.318,False
2025-03-09,DEN,OKC,0.6439,0.3561,False
2025-03-09,CLE,MIL,0.5868,0.4132,False
2025-03-09,DET,POR,0.533,0.467,False
2025-03-09,MEM,NOP,0.5342,0.4658,False
2025-03-09,SAS,MIN,0.6359,0.3641,False
2025-03-09,PHX,DAL,0.4746,0.5254,False
2025-03-09,UTA,PHI,0.5688,0.4312,False
2025-03-09,SAC,LAC,0.5396,0.4604,False
2025-03-10,NYK,SAC,0.6375,0.3625,False
2025-03-10,POR,GSW,0.6614,0.3386,False
2025-03-10,ORL,HOU,0.5775,0.4225,False
2025-03-10,PHX,MEM,0.5734,0.4266,False
2025-03-10,DEN,OKC,0.6316,0.3684,False
2025-03-10,LAL,BKN,0.4612,0.5388,False
2025-03-10,IND,CHI,0.5058,0.4942,False
2025-03-10,UTA,BOS,0.6651,0.3349,False
2025-03-10,PHI,ATL,0.6468,0.3532,False
2025-03-10,WAS,TOR,0.6334,0.3666,False
2025-03-10,CHA,MIA,0.5931,0.4069,False
2025-03-10,DAL,SAS,0.6596,0.3404,False
2025-03-11,MIL,IND,0.4751,0.5249,False
2025-03-11,BKN,CLE,0.5908,0.4092,False
2025-03-11,WAS,DET,0.5267,0.4733,False
2025-03-11,LAC,NOP,0.4092,0.5908,False
2025-03-12,MIN,DEN,0.4935,0.5065,False
2025-03-12,PHX,HOU,0.6513,0.3487,False
2025-03-12,UTA,MEM,0.6411,0.3589,False
2025-03-12,DAL,SAS,0.5299,0.4701,False
2025-03-12,LAC,MIA,0.5258,0.4742,False
2025-03-12,PHI,TOR,0.6262,0.3738,False
2025-03-12,NYK,POR,0.5339,0.4661,False
2025-03-12,OKC,BOS,0.5425,0.4575,False
2025-03-12,CHA,ATL,0.5826,0.4174,False
2025-03-13,BKN,CHI,0.5934,0.4066,False
2025-03-13,WAS,DET,0.606,0.394,False
2025-03-13,LAL,MIL,0.5495,0.4505,False
2025-03-13,SAC,GSW,0.5443,0.4557,False
2025-03-13,ORL,NOP,0.4917,0.5083,False
2025-03-14,BOS,MIA,0.5127,0.4873,False
2025-03-14,ORL,MIN,0.631,0.369,False
2025-03-14,TOR,UTA,0.5122,0.4878,False
2025-03-14,LAC,ATL,0.613,0.387,False
2025-03-14,DAL,HOU,0.6937,0.3063,False
2025-03-14,IND,PHI,0.6048,0.3952,False
2025-03-14,SAC,PHX,0.6612,0.3388,False
2025-03-14,CHA,SAS,0.504,0.496,False
2025-03-14,CLE,MEM,0.5434,0.4566,False
2025-03-14,LAL,DEN,0.5712,0.4288,False
2025-03-15,WAS,DEN,0.6472,0.3528,False
2025-03-15,NOP,SAS,0.5834,0.4166,False
2025-03-15,BOS,BKN,0.5664,0.4336,False
2025-03-15,NYK,GSW,0.5635,0.4365,False
2025-03-15,CHI,HOU,0.5576,0.4424,False
2025-03-15,OKC,DET,0.6126,0.3874,False
2025-03-15,MIA,MEM,0.6382,0.3618,False
2025-03-15,IND,MIL,0.5783,0.4217,False
2025-03-16,PHI,DAL,0.6086,0.3914,False
2025-03-16,CHA,LAC,0.6202,0.3798,False
2025-03-16,OKC,MIL,0.6274,0.3726,False
2025-03-16,ATL,BKN,0.4807,0.5193,False
2025-03-16,ORL,CLE,0.6,0.4,False
2025-03-16,PHX,LAL,0.5301,0.4699,False
2025-03-16,UTA,MIN,0.6966,0.3034,False
2025-03-16,TOR,POR,0.4541,0.5459,False
2025-03-17,PHI,HOU,0.7246,0.2754,False
2025-03-17,CHI,UTA,0.4707,0.5293,False
2025-03-17,MEM,SAC,0.438,0.562,False
2025-03-17,WAS,POR,0.5898,0.4102,False
2025-03-17,SAS,LAL,0.5092,0.4908,False
2025-03-17,MIA,NYK,0.7026,0.2974,False
2025-03-17,IND,MIN,0.6005,0.3995,False
2025-03-17,TOR,PHX,0.5395,0.4605,False
2025-03-17,DET,NOP,0.5059,0.4941,False
2025-03-17,DEN,GSW,0.6983,0.3017,False
2025-03-18,CLE,LAC,0.6342,0.3658,False
2025-03-18,ATL,CHA,0.5808,0.4192,False
2025-03-18,BKN,BOS,0.6086,0.3914,False
2025-03-18,MIL,GSW,0.582,0.418,False
2025-03-19,CHI,PHX,0.5792,0.4208,False
2025-03-19,DEN,LAL,0.5845,0.4155,False
2025-03-19,NYK,SAS,0.5599,0.4401,False
2025-03-19,MEM,POR,0.5095,0.4905,False
2025-03-19,DAL,IND,0.6864,0.3136,False
2025-03-19,DET,MIA,0.4704,0.5296,False
2025-03-19,NOP,MIN,0.7065,0.2935,False
2025-03-19,WAS,UTA,0.4674,0.5326,False
2025-03-19,CLE,SAC,0.447,0.553,False
2025-03-19,HOU,ORL,0.498,0.502,False
2025-03-19,PHI,OKC,0.6239,0.3761,False
2025-03-20,CHI,SAC,0.5209,0.4791,False
2025-03-20,TOR,GSW,0.5325,0.4675,False
2025-03-20,BKN,IND,0.542,0.458,False
2025-03-20,MIL,LAL,0.6488,0.3512,False
2025-03-20,NYK,CHA,0.48,0.52,False
2025-03-21,NOP,MIN,0.732,0.268,False
2025-03-21,ORL,WAS,0.5493,0.4507,False
2025-03-21,BOS,UTA,0.4407,0.5593,False
2025-03-21,CHA,OKC,0.7681,0.2319,False
2025-03-21,HOU,MIA,0.4116,0.5884,False
2025-03-21,DEN,POR,0.5943,0.4057,False
2025-03-21,CLE,PHX,0.682,0.318,False
2025-03-21,MEM,LAC,0.6554,0.3446,False
2025-03-21,PHI,SAS,0.5474,0.4526,False
2025-03-21,DET,DAL,0.3619,0.6381,False
